Onglet;Domaine;Sous Domaine;Indicateur;Champs;Formule
Effectifs;Conditions générales d'emploi;Données sur les départs;Nombre de départ de femmes de la CSP Ouvrier;Licenciement;Nombre matricule par structure dont la date de sortie (année) est l'année de référence, la CSP est Ouvrier et le Sexe est Femme et la nature de la fin de contrat est licenciement
Effectifs;Conditions générales d'emploi;Données sur les départs;Nombre de départ d'homme de la CSP Ouvrier;Retraite;Nombre matricule par structure dont la date de sortie (année) est l'année de référence, la CSP est Ouvrier et le Sexe est homme et la nature de la fin de contrat est retraite
Effectifs;Conditions générales d'emploi;Données sur les départs;Nombre de départ d'homme de la CSP Ouvrier;Démission;Nombre matricule par structure dont la date de sortie (année) est l'année de référence, la CSP est Ouvrier et le Sexe est homme et la nature de la fin de contrat est démission
Effectifs;Conditions générales d'emploi;Données sur les départs;Nombre de départ d'homme de la CSP Ouvrier;Fin de contrat de travail à durée déterminée;Nombre matricule par structure dont la date de sortie (année) est l'année de référence, la CSP est Ouvrier et le Sexe est homme et la nature de la fin de contrat est fin de CDD
Effectifs;Conditions générales d'emploi;Données sur les départs;Nombre de départ d'homme de la CSP Ouvrier;Licenciement;Nombre matricule par structure dont la date de sortie (année) est l'année de référence, la CSP est Ouvrier et le Sexe est homme et la nature de la fin de contrat est licenciement
Effectifs;Conditions générales d'emploi;Données sur les départs;Nombre de départ de femmes de la CSP Technicien;Retraite;Nombre matricule par structure dont la date de sortie (année) est l'année de référence, la CSP est Technicien et le Sexe est Femme et la nature de la fin de contrat est retraite
Effectifs;Conditions générales d'emploi;Données sur les départs;Nombre de départ de femmes de la CSP Technicien;Démission;Nombre matricule par structure dont la date de sortie (année) est l'année de référence, la CSP est Technicien et le Sexe est Femme et la nature de la fin de contrat est démission
Effectifs;Conditions générales d'emploi;Données sur les départs;Nombre de départ de femmes de la CSP Technicien;Fin de contrat de travail à durée déterminée;Nombre matricule par structure dont la date de sortie (année) est l'année de référence, la CSP est Technicien et le Sexe est Femme et la nature de la fin de contrat est fin de CDD
Effectifs;Conditions générales d'emploi;Données sur les départs;Nombre de départ de femmes de la CSP Technicien;Licenciement;Nombre matricule par structure dont la date de sortie (année) est l'année de référence, la CSP est Technicien et le Sexe est Femme et la nature de la fin de contrat est licenciement
Effectifs;Conditions générales d'emploi;Données sur les départs;Nombre de départ d'homme de la CSP Technicien;Retraite;Nombre matricule par structure dont la date de sortie (année) est l'année de référence, la CSP est Technicien et le Sexe est homme et la nature de la fin de contrat est retraite
Effectifs;Conditions générales d'emploi;Données sur les départs;Nombre de départ d'homme de la CSP Technicien;Démission;Nombre matricule par structure dont la date de sortie (année) est l'année de référence, la CSP est Technicien et le Sexe est homme et la nature de la fin de contrat est démission
Effectifs;Conditions générales d'emploi;Données sur les départs;Nombre de départ d'homme de la CSP Technicien;Fin de contrat de travail à durée déterminée;Nombre matricule par structure dont la date de sortie (année) est l'année de référence, la CSP est Technicien et le Sexe est homme et la nature de la fin de contrat est fin de CDD
Effectifs;Conditions générales d'emploi;Données sur les départs;Nombre de départ d'homme de la CSP Technicien;Licenciement;Nombre matricule par structure dont la date de sortie (année) est l'année de référence, la CSP est Technicien et le Sexe est homme et la nature de la fin de contrat est licenciement
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Cadre par type de contrat;CDD - Contrat à durée déterminée;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Cadre et le Sexe est femme et type de contrat est CDD
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Cadre par type de contrat;CDI - Contrat à durée indéterminée;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Cadre et le Sexe est femme et type de contrat est CDI
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Cadre par type de contrat;CIE - Contrat initiative emploi;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Cadre et le Sexe est femme et type de contrat est CIE
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Cadre par type de contrat;Contrat d'apprentissage (alternance);Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Cadre et le Sexe est femme et type de contrat est Contrat d'apprentissage
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Cadre par type de contrat;Contrat de professionnalisation (alternance);Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Cadre et le Sexe est femme et type de contrat est Contrat de professionalisation
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Cadre par type de contrat;CTT - Contrat de travail temporaire ou Intérim;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Cadre et le Sexe est femme et type de contrat est CTT
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Cadre par type de contrat;CUI - Contrat unique d'insertion;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Cadre et le Sexe est femme et type de contrat est CUI
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Cadre par type de contrat;CAE - Contrat d'accompagnement dans l'emploi;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Cadre et le Sexe est femme et type de contrat est CAE
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchés de la CSP Cadre par type de contrat;CDD - Contrat à durée déterminée;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Cadre et le Sexe est homme et type de contrat est CDD
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchés de la CSP Cadre par type de contrat;CDI - Contrat à durée indéterminée;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Cadre et le Sexe est homme et type de contrat est CDI
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchés de la CSP Cadre par type de contrat;CIE - Contrat initiative emploi;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Cadre et le Sexe est homme et type de contrat est CIE
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchés de la CSP Cadre par type de contrat;Contrat d'apprentissage (alternance);Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Cadre et le Sexe est homme et type de contrat est Contrat d'apprentissage
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchés de la CSP Cadre par type de contrat;Contrat de professionnalisation (alternance);Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Cadre et le Sexe est homme et type de contrat est Contrat de professionalisation
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchés de la CSP Cadre par type de contrat;CTT - Contrat de travail temporaire ou Intérim;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Cadre et le Sexe est homme et type de contrat est CTT
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchés de la CSP Cadre par type de contrat;CUI - Contrat unique d'insertion;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Cadre et le Sexe est homme et type de contrat est CUI
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchés de la CSP Cadre par type de contrat;CAE - Contrat d'accompagnement dans l'emploi;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Cadre et le Sexe est homme et type de contrat est CAE
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Agent de Maitrise par type de contrat;CDD - Contrat à durée déterminée;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Cadre et le Sexe est femme et type de contrat est CDD
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Agent de Maitrise par type de contrat;CDI - Contrat à durée indéterminée;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Agent de maitrise et le Sexe est femme et type de contrat est CDI
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Agent de Maitrise par type de contrat;CIE - Contrat initiative emploi;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Agent de maitrise et le Sexe est femme et type de contrat est CIE
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Agent de Maitrise par type de contrat;Contrat d'apprentissage (alternance);Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Agent de maitrise et le Sexe est femme et type de contrat est Contrat d'apprentissage
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Agent de Maitrise par type de contrat;Contrat de professionnalisation (alternance);Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Agent de maitrise et le Sexe est femme et type de contrat est Contrat de professionalisation
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Agent de Maitrise par type de contrat;CTT - Contrat de travail temporaire ou Intérim;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Agent de maitrise et le Sexe est femme et type de contrat est CTT
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Agent de Maitrise par type de contrat;CUI - Contrat unique d'insertion;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Agent de maitrise et le Sexe est femme et type de contrat est CUI
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Agent de Maitrise par type de contrat;CAE - Contrat d'accompagnement dans l'emploi;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Agent de maitrise et le Sexe est femme et type de contrat est CAE
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchés de la CSP Agent de Maitrise par type de contrat;CDD - Contrat à durée déterminée;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Agent de maitrise et le Sexe est homme et type de contrat est CDD
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchés de la CSP Agent de Maitrise par type de contrat;CDI - Contrat à durée indéterminée;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Agent de maitrise et le Sexe est homme et type de contrat est CDI
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchés de la CSP Agent de Maitrise par type de contrat;CIE - Contrat initiative emploi;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Agent de maitrise et le Sexe est homme et type de contrat est CIE
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchés de la CSP Agent de Maitrise par type de contrat;Contrat d'apprentissage (alternance);Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Agent de maitrise et le Sexe est homme et type de contrat est Contrat d'apprentissage
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchés de la CSP Agent de Maitrise par type de contrat;Contrat de professionnalisation (alternance);Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Agent de maitrise et le Sexe est homme et type de contrat est Contrat de professionalisation
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchés de la CSP Agent de Maitrise par type de contrat;CTT - Contrat de travail temporaire ou Intérim;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Agent de maitrise et le Sexe est homme et type de contrat est CTT
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchés de la CSP Agent de Maitrise par type de contrat;CUI - Contrat unique d'insertion;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Agent de maitrise et le Sexe est homme et type de contrat est CUI
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchés de la CSP Agent de Maitrise par type de contrat;CAE - Contrat d'accompagnement dans l'emploi;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Agent de maitrise et le Sexe est homme et type de contrat est CAE
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Employé par type de contrat;CDD - Contrat à durée déterminée;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Employé et le Sexe est femme et type de contrat est CDD
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Employé par type de contrat;CDI - Contrat à durée indéterminée;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Employé et le Sexe est femme et type de contrat est CDI
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Employé par type de contrat;CIE - Contrat initiative emploi;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Employé et le Sexe est femme et type de contrat est CIE
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Employé par type de contrat;Contrat d'apprentissage (alternance);Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Employé et le Sexe est femme et type de contrat est Contrat d'apprentissage
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Employé par type de contrat;Contrat de professionnalisation (alternance);Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Employé et le Sexe est femme et type de contrat est Contrat de professionalisation
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Employé par type de contrat;CTT - Contrat de travail temporaire ou Intérim;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Employé et le Sexe est femme et type de contrat est CTT
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Employé par type de contrat;CUI - Contrat unique d'insertion;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Employé et le Sexe est femme et type de contrat est CUI
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Employé par type de contrat;CAE - Contrat d'accompagnement dans l'emploi;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Employé et le Sexe est femme et type de contrat est CAE
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchés de la CSP Employé par type de contrat;CDD - Contrat à durée déterminée;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Employé et le Sexe est homme et type de contrat est CDD
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchés de la CSP Employé par type de contrat;CDI - Contrat à durée indéterminée;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Employé et le Sexe est homme et type de contrat est CDI
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchés de la CSP Employé par type de contrat;CIE - Contrat initiative emploi;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Employé et le Sexe est homme et type de contrat est CIE
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchés de la CSP Employé par type de contrat;Contrat d'apprentissage (alternance);Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Employé et le Sexe est homme et type de contrat est Contrat d'apprentissage
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchés de la CSP Employé par type de contrat;Contrat de professionnalisation (alternance);Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Employé et le Sexe est homme et type de contrat est Contrat de professionalisation
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchés de la CSP Employé par type de contrat;CTT - Contrat de travail temporaire ou Intérim;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Employé et le Sexe est homme et type de contrat est CTT
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchés de la CSP Employé par type de contrat;CUI - Contrat unique d'insertion;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Employé et le Sexe est homme et type de contrat est CUI
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchés de la CSP Employé par type de contrat;CAE - Contrat d'accompagnement dans l'emploi;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Employé et le Sexe est homme et type de contrat est CAE
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Ouvrier par type de contrat;CDD - Contrat à durée déterminée;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Ouvrier et le Sexe est femme et type de contrat est CDD
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Ouvrier par type de contrat;CDI - Contrat à durée indéterminée;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Ouvrier et le Sexe est femme et type de contrat est CDI
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Ouvrier par type de contrat;CIE - Contrat initiative emploi;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Ouvrier et le Sexe est femme et type de contrat est CIE
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Ouvrier par type de contrat;Contrat d'apprentissage (alternance);Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Ouvrier et le Sexe est femme et type de contrat est Contrat d'apprentissage
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Ouvrier par type de contrat;Contrat de professionnalisation (alternance);Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Ouvrier et le Sexe est femme et type de contrat est Contrat de professionalisation
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Ouvrier par type de contrat;CTT - Contrat de travail temporaire ou Intérim;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Ouvrier et le Sexe est femme et type de contrat est CTT
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Ouvrier par type de contrat;CUI - Contrat unique d'insertion;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Ouvrier et le Sexe est femme et type de contrat est CUI
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Ouvrier par type de contrat;CAE - Contrat d'accompagnement dans l'emploi;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Ouvrier et le Sexe est femme et type de contrat est CAE
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchées de la CSP Ouvrier par type de contrat;CDD - Contrat à durée déterminée;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Ouvrier et le Sexe est homme et type de contrat est CDD
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchées de la CSP Ouvrier par type de contrat;CDI - Contrat à durée indéterminée;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Ouvrier et le Sexe est homme et type de contrat est CDI
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchées de la CSP Ouvrier par type de contrat;CIE - Contrat initiative emploi;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Ouvrier et le Sexe est homme et type de contrat est CIE
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchées de la CSP Ouvrier par type de contrat;Contrat d'apprentissage (alternance);Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Ouvrier et le Sexe est homme et type de contrat est Contrat d'apprentissage
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchées de la CSP Ouvrier par type de contrat;Contrat de professionnalisation (alternance);Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Ouvrier et le Sexe est homme et type de contrat est Contrat de professionalisation
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchées de la CSP Ouvrier par type de contrat;CTT - Contrat de travail temporaire ou Intérim;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Ouvrier et le Sexe est homme et type de contrat est CTT
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchées de la CSP Ouvrier par type de contrat;CUI - Contrat unique d'insertion;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Ouvrier et le Sexe est homme et type de contrat est CUI
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchées de la CSP Ouvrier par type de contrat;CAE - Contrat d'accompagnement dans l'emploi;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Ouvrier et le Sexe est homme et type de contrat est CAE
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Technicien par type de contrat;CDD - Contrat à durée déterminée;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Technicien et le Sexe est femme et type de contrat est CDD
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Technicien par type de contrat;CDI - Contrat à durée indéterminée;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Technicien et le Sexe est femme et type de contrat est CDI
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Technicien par type de contrat;CIE - Contrat initiative emploi;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Technicien et le Sexe est femme et type de contrat est CIE
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Technicien par type de contrat;Contrat d'apprentissage (alternance);Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Technicien et le Sexe est femme et type de contrat est Contrat d'apprentissage
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Technicien par type de contrat;Contrat de professionnalisation (alternance);Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Technicien et le Sexe est femme et type de contrat est Contrat de professionalisation
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Technicien par type de contrat;CTT - Contrat de travail temporaire ou Intérim;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Technicien et le Sexe est femme et type de contrat est CTT
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Technicien par type de contrat;CUI - Contrat unique d'insertion;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Technicien et le Sexe est femme et type de contrat est CUI
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre de femmes embauchées de la CSP Technicien par type de contrat;CAE - Contrat d'accompagnement dans l'emploi;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Technicien et le Sexe est femme et type de contrat est CAE
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchés de la CSP Technicien par type de contrat;CDD - Contrat à durée déterminée;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Technicien et le Sexe est homme et type de contrat est CDD
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchés de la CSP Technicien par type de contrat;CDI - Contrat à durée indéterminée;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Technicien et le Sexe est homme et type de contrat est CDI
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchés de la CSP Technicien par type de contrat;CIE - Contrat initiative emploi;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Technicien et le Sexe est homme et type de contrat est CIE
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchés de la CSP Technicien par type de contrat;Contrat d'apprentissage (alternance);Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Technicien et le Sexe est homme et type de contrat est Contrat d'apprentissage
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchés de la CSP Technicien par type de contrat;Contrat de professionnalisation (alternance);Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Technicien et le Sexe est homme et type de contrat est Contrat de professionalisation
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchés de la CSP Technicien par type de contrat;CTT - Contrat de travail temporaire ou Intérim;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Technicien et le Sexe est homme et type de contrat est CTT
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchés de la CSP Technicien par type de contrat;CUI - Contrat unique d'insertion;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Technicien et le Sexe est homme et type de contrat est CUI
Effectifs;Conditions générales d'emploi;Données sur les embauches;Nombre d'hommes embauchés de la CSP Technicien par type de contrat;CAE - Contrat d'accompagnement dans l'emploi;Nombre matricule par structure dont la date d'entrée (année) est l'année de référence, la CSP est Technicien et le Sexe est homme et type de contrat est CAE
Effectifs;Rémunérations et déroulement de carrière;Ancienneté;Ancienneté moyenne des hommes par CSP;Cadre;Moyenne (calculé l'age entre date d'entrée (année) et année de référence + 1 ) par structure dont le sexe est homme et la CSP Cadre
Effectifs;Rémunérations et déroulement de carrière;Ancienneté;Ancienneté moyenne des femmes par CSP;Cadre;Moyenne (calculé l'age entre date d'entrée (année) et année de référence + 1 ) par structure dont le sexe est femme et la CSP Cadre
Effectifs;Rémunérations et déroulement de carrière;Ancienneté;Ancienneté moyenne des hommes par CSP;Agent de Maitrise;Moyenne (calculé l'age entre date d'entrée (année) et année de référence + 1 ) par structure dont le sexe est homme et la CSP Agent de maitrise
Effectifs;Rémunérations et déroulement de carrière;Ancienneté;Ancienneté moyenne des femmes par CSP;Agent de Maitrise;Moyenne (calculé l'age entre date d'entrée (année) et année de référence + 1 ) par structure dont le sexe est femme et la CSP Agent de maitrise
Effectifs;Rémunérations et déroulement de carrière;Ancienneté;Ancienneté moyenne des hommes par CSP;Technicien;Moyenne (calculé l'age entre date d'entrée (année) et année de référence + 1 ) par structure dont le sexe est homme et la CSP Technicien
Effectifs;Rémunérations et déroulement de carrière;Ancienneté;Ancienneté moyenne des femmes par CSP;Technicien;Moyenne (calculé l'age entre date d'entrée (année) et année de référence + 1 ) par structure dont le sexe est femme et la CSP Technicien
Effectifs;Rémunérations et déroulement de carrière;Ancienneté;Ancienneté moyenne des hommes par CSP;Ouvrier;Moyenne (calculé l'age entre date d'entrée (année) et année de référence + 1 ) par structure dont le sexe est homme et la CSP Ouvrier
Effectifs;Rémunérations et déroulement de carrière;Ancienneté;Ancienneté moyenne des femmes par CSP;Ouvrier;Moyenne (calculé l'age entre date d'entrée (année) et année de référence + 1 ) par structure dont le sexe est femme et la CSP Ouvrier
Effectifs;Rémunérations et déroulement de carrière;Ancienneté;Ancienneté moyenne des hommes par CSP;Employé;Moyenne (calculé l'age entre date d'entrée (année) et année de référence + 1 ) par structure dont le sexe est homme et la CSP Employé
Effectifs;Rémunérations et déroulement de carrière;Ancienneté;Ancienneté moyenne des femmes par CSP;Employé;Moyenne (calculé l'age entre date d'entrée (année) et année de référence + 1 ) par structure dont le sexe est femme et la CSP Employé
Effectifs;Rémunérations et déroulement de carrière;Age;Age moyen des hommes par CSP;Cadre;Moyenne (calculé l'age entre date de naissance (année) et année de référence + 1 ) par structure dont le sexe est homme et la CSP Cadre
Effectifs;Rémunérations et déroulement de carrière;Age;Age moyen des femmes par CSP;Cadre;Moyenne (calculé l'age entre date de naissance (année) et année de référence + 1 ) par structure dont le sexe est femme et la CSP Cadre
Effectifs;Rémunérations et déroulement de carrière;Age;Age moyen des hommes par CSP;Agent de Maitrise;Moyenne (calculé l'age entre date de naissance (année) et année de référence + 1 ) par structure dont le sexe est homme et la CSP Agent de maitrise
